mean_x,mean_y,mean_z,corr_A,corr_B,corr_C,stddev_x,stddev_y,stddev_z,var_x,var_y,var_z,Activity
-0.451287531853,-2.69592082463,8.21057259242,0.287454836612,0.757446959567,0.506724841259,0.147885160156,0.162341403883,0.129112543565,3.05684395848,3.15024477903,1.33884105632,S
0.270363907578,-4.84294162591,7.64419316451,-0.137162158185,0.134549260083,-0.0281901356152,0.127614848919,0.050055241107,0.0679263526388,1.61585617523,0.0391237081577,0.135873927881,S
0.440618261555,-5.21477715969,7.62262757619,-0.293578228886,-0.213788279625,-0.200473511999,0.124876514903,0.0441232820667,0.0611006019769,1.94081362668,0.0211389439578,0.0706828321778,S
0.308727874483,-5.21886321704,7.71547295252,-0.0449923411283,-0.0770275998364,-0.0503059677392,0.138283594875,0.0572548472192,0.0548103230381,2.4811799424,0.066521917301,0.059895612109,S
0.162309147278,-7.66235357126,3.47069162043,-0.250562592518,0.62245281127,-0.12887335699,0.144882650248,0.110851556177,0.161806078941,2.44816869663,0.807371278845,3.4415621608,S
0.555710176347,-9.19214573701,3.10112618947,0.286931858258,-0.405040237765,-0.315186408819,0.152630865848,0.0977674953829,0.15037869905,3.57202748733,0.535865279466,2.55305762526,S
0.655592743959,-9.05821219682,-1.32049271255,-0.415908927954,0.0763197540931,-0.0448980607141,0.125979805544,0.162239065373,0.144026777854,1.78533183794,6.32901253635,2.41673277461,S
1.39835570306,-2.69592082463,8.21057259242,-0.36796550574,0.757446959567,-0.369673902811,0.142998170809,0.162341403883,0.129112543565,2.72763667452,3.15024477903,1.33884105632,S
1.46259834465,-4.84294162591,7.64419316451,0.127098650197,0.134549260083,-0.21326997849,0.15729904769,0.050055241107,0.0679263526388,3.79184127823,0.0391237081577,0.135873927881,S
1.63761980586,-5.21477715969,7.62262757619,-0.176426836182,-0.213788279625,0.126810055016,0.188469190623,0.0441232820667,0.0611006019769,8.200004867,0.0211389439578,0.0706828321778,S
1.47326761466,-5.21886321704,7.71547295252,0.301342631046,-0.0770275998364,0.143171691387,0.187920595328,0.0572548472192,0.0548103230381,7.36496471331,0.066521917301,0.059895612109,S
1.53478619891,-7.66235357126,3.47069162043,0.0246505539608,0.62245281127,-0.143150942768,0.177542552985,0.110851556177,0.161806078941,5.89215020225,0.807371278845,3.4415621608,S
1.43059052487,-9.19214573701,3.10112618947,0.00260249784172,-0.405040237765,0.0547530032447,0.155968085501,0.0977674953829,0.15037869905,3.36725896242,0.535865279466,2.55305762526,S
0.317354108641,-2.69592082463,8.21057259242,-0.240825803467,0.757446959567,-0.0648740779078,0.165773289001,0.162341403883,0.129112543565,4.38275786053,3.15024477903,1.33884105632,W
0.745941057616,-4.84294162591,7.64419316451,-0.20800453288,0.134549260083,0.0295851542953,0.158677047839,0.050055241107,0.0679263526388,4.6341765663,0.0391237081577,0.135873927881,W
0.698269832507,-5.21477715969,7.62262757619,-0.159257153563,-0.213788279625,0.217317834388,0.172156845048,0.0441232820667,0.0611006019769,6.25272216472,0.0211389439578,0.0706828321778,W
1.08667674448,-5.21886321704,7.71547295252,-0.218651198546,-0.0770275998364,-0.210961279622,0.177961394318,0.0572548472192,0.0548103230381,7.44428208266,0.066521917301,0.059895612109,W
1.01176482119,-7.66235357126,3.47069162043,-0.0538844730054,0.62245281127,-0.110629178285,0.159469986662,0.110851556177,0.161806078941,4.95839630941,0.807371278845,3.4415621608,W
1.06942430884,-9.19214573701,3.10112618947,-0.200785743856,-0.405040237765,-0.0469265936923,0.187600923463,0.0977674953829,0.15037869905,8.72972630138,0.535865279466,2.55305762526,W
1.06170611251,-9.05821219682,-1.32049271255,-0.0219357601023,0.0763197540931,-0.191997938113,0.162086029364,0.162239065373,0.144026777854,5.87467992509,6.32901253635,2.41673277461,W
1.12095461699,-9.2069010973,-1.39018348739,0.0232187593481,-0.23865748318,0.0296098658997,0.164646103956,0.123340901938,0.154750446136,5.6750536317,2.30081839295,2.37704184865,W
1.21152992621,-10.0223058701,-0.422003773507,-0.11402531252,0.613003654281,-0.312512892421,0.180566299346,0.126661067218,0.0857933714193,6.82940358087,2.56907279065,0.341619029365,W
1.51163160261,-8.75493255059,-3.16741185983,-0.276437725886,-0.0210095509086,-0.0681937476334,0.171369846742,0.196972688756,0.160605150381,5.57321083555,7.65751643829,3.91219460698,W
