-326.648307221,-326.648307221,-326.648307221,192.573419734,192.573419734,192.573419734,S
-245.870998884,-245.870998884,-245.870998884,99.72131289,99.72131289,99.72131289,S
-295.127870307,-295.127870307,-295.127870307,126.156671119,126.156671119,126.156671119,S
-325.331721681,-325.331721681,-325.331721681,152.10839063,152.10839063,152.10839063,S
-307.774404539,-307.774404539,-307.774404539,146.022608659,146.022608659,146.022608659,S
-421.709428949,-421.709428949,-421.709428949,229.278449758,229.278449758,229.278449758,S
-297.895539899,-297.895539899,-297.895539899,131.122689194,131.122689194,131.122689194,S
-474.401105867,-474.401105867,-474.401105867,278.254484133,278.254484133,278.254484133,S
-529.248246404,-529.248246404,-529.248246404,352.070270482,352.070270482,352.070270482,S
-841.190027555,-841.190027555,-841.190027555,644.708204866,644.708204866,644.708204866,S
-810.464573517,-810.464573517,-810.464573517,564.763965949,564.763965949,564.763965949,S
-645.02650237,-645.02650237,-645.02650237,488.970982515,488.970982515,488.970982515,S
-462.120826403,-462.120826403,-462.120826403,321.463633773,321.463633773,321.463633773,S
-419.175865929,-419.175865929,-419.175865929,264.625531588,264.625531588,264.625531588,W
-523.955349626,-523.955349626,-523.955349626,306.802101098,306.802101098,306.802101098,W
-692.541596938,-692.541596938,-692.541596938,398.165453258,398.165453258,398.165453258,W
-703.313153451,-703.313153451,-703.313153451,510.064623697,510.064623697,510.064623697,W
-545.308356392,-545.308356392,-545.308356392,353.965465459,353.965465459,353.965465459,W
-739.195796296,-739.195796296,-739.195796296,583.673952921,583.673952921,583.673952921,W
-615.638436532,-615.638436532,-615.638436532,414.239307741,414.239307741,414.239307741,W
-609.308270193,-609.308270193,-609.308270193,410.220519471,410.220519471,410.220519471,W
-691.305202922,-691.305202922,-691.305202922,491.003096998,491.003096998,491.003096998,W
-620.727431655,-620.727431655,-620.727431655,465.921245417,465.921245417,465.921245417,W
-596.906923846,-596.906923846,-596.906923846,439.031749029,439.031749029,439.031749029,W
-625.840419731,-625.840419731,-625.840419731,475.244429699,475.244429699,475.244429699,W
-535.20218703,-535.20218703,-535.20218703,377.532978312,377.532978312,377.532978312,W
-511.749833649,-511.749833649,-511.749833649,372.093525075,372.093525075,372.093525075,W
-524.94429932,-524.94429932,-524.94429932,353.240863994,353.240863994,353.240863994,W
-424.433942761,-424.433942761,-424.433942761,310.020385859,310.020385859,310.020385859,W
-319.400571603,-319.400571603,-319.400571603,210.252895343,210.252895343,210.252895343,W
-591.343647995,-591.343647995,-591.343647995,388.988461091,388.988461091,388.988461091,W
-576.267828106,-576.267828106,-576.267828106,419.250774478,419.250774478,419.250774478,W
-640.824943679,-640.824943679,-640.824943679,456.250591367,456.250591367,456.250591367,W
-690.359194551,-690.359194551,-690.359194551,545.689607895,545.689607895,545.689607895,W
-676.73474465,-676.73474465,-676.73474465,566.303372881,566.303372881,566.303372881,W
-575.204368405,-575.204368405,-575.204368405,446.203355669,446.203355669,446.203355669,W
-565.563672101,-565.563672101,-565.563672101,424.312519378,424.312519378,424.312519378,W
-561.887129398,-561.887129398,-561.887129398,389.486933445,389.486933445,389.486933445,W
-654.667339011,-654.667339011,-654.667339011,512.291545481,512.291545481,512.291545481,W
-679.088219065,-679.088219065,-679.088219065,545.483316439,545.483316439,545.483316439,W
-552.363670671,-552.363670671,-552.363670671,441.240099309,441.240099309,441.240099309,W
-826.704104852,-826.704104852,-826.704104852,659.850410013,659.850410013,659.850410013,W
-717.803028782,-717.803028782,-717.803028782,622.319077821,622.319077821,622.319077821,W
-501.886806303,-501.886806303,-501.886806303,389.452980704,389.452980704,389.452980704,W
-499.37743113,-499.37743113,-499.37743113,358.68346475,358.68346475,358.68346475,W
-680.595677099,-680.595677099,-680.595677099,552.541936963,552.541936963,552.541936963,W
-633.405376357,-633.405376357,-633.405376357,512.59059106,512.59059106,512.59059106,W
-666.394344351,-666.394344351,-666.394344351,437.083104305,437.083104305,437.083104305,W
-630.629899496,-630.629899496,-630.629899496,361.816424998,361.816424998,361.816424998,W
-956.462635134,-956.462635134,-956.462635134,698.024325268,698.024325268,698.024325268,W
-919.013327818,-919.013327818,-919.013327818,767.313204722,767.313204722,767.313204722,W
-297.452554637,-297.452554637,-297.452554637,203.596652979,203.596652979,203.596652979,W
-1422.49955572,-1422.49955572,-1422.49955572,1372.44700989,1372.44700989,1372.44700989,J
-2209.82397115,-2209.82397115,-2209.82397115,2224.33101551,2224.33101551,2224.33101551,J
-2288.28157853,-2288.28157853,-2288.28157853,2398.45082322,2398.45082322,2398.45082322,J
-1900.48618828,-1900.48618828,-1900.48618828,1665.83367477,1665.83367477,1665.83367477,J
-2115.5509243,-2115.5509243,-2115.5509243,2378.50287362,2378.50287362,2378.50287362,J
-2047.08043891,-2047.08043891,-2047.08043891,2161.57906814,2161.57906814,2161.57906814,J
-2045.97316582,-2045.97316582,-2045.97316582,2400.5118558,2400.5118558,2400.5118558,J
-1030.17517919,-1030.17517919,-1030.17517919,982.1204371,982.1204371,982.1204371,J
-1826.90788474,-1826.90788474,-1826.90788474,1754.9285834,1754.9285834,1754.9285834,J
-2477.95489683,-2477.95489683,-2477.95489683,3031.98866636,3031.98866636,3031.98866636,J
-2708.97210015,-2708.97210015,-2708.97210015,3283.83838164,3283.83838164,3283.83838164,J
-2266.59401043,-2266.59401043,-2266.59401043,2823.97677939,2823.97677939,2823.97677939,J
-2450.85771072,-2450.85771072,-2450.85771072,2649.66732911,2649.66732911,2649.66732911,J
-1494.84439844,-1494.84439844,-1494.84439844,1572.75543649,1572.75543649,1572.75543649,J
-2682.76658903,-2682.76658903,-2682.76658903,9754.2075715,9754.2075715,9754.2075715,R
-2441.30685536,-2441.30685536,-2441.30685536,7204.78806936,7204.78806936,7204.78806936,R
-2407.35219021,-2407.35219021,-2407.35219021,9027.69574287,9027.69574287,9027.69574287,R
-2064.0966282,-2064.0966282,-2064.0966282,13359.7957613,13359.7957613,13359.7957613,R
-2152.26777704,-2152.26777704,-2152.26777704,10707.4111698,10707.4111698,10707.4111698,R
-2844.83704607,-2844.83704607,-2844.83704607,8388.72075122,8388.72075122,8388.72075122,R
-2328.99901375,-2328.99901375,-2328.99901375,7562.97011899,7562.97011899,7562.97011899,R
-2021.30617281,-2021.30617281,-2021.30617281,10254.7511334,10254.7511334,10254.7511334,R
-2778.22110914,-2778.22110914,-2778.22110914,7649.86871536,7649.86871536,7649.86871536,R
-2696.49470618,-2696.49470618,-2696.49470618,7922.64902656,7922.64902656,7922.64902656,R
-1586.01407799,-1586.01407799,-1586.01407799,5857.48179721,5857.48179721,5857.48179721,R
-2626.18100397,-2626.18100397,-2626.18100397,7667.82937178,7667.82937178,7667.82937178,R
-3035.17495491,-3035.17495491,-3035.17495491,9178.6254988,9178.6254988,9178.6254988,R
-3190.7677703,-3190.7677703,-3190.7677703,10153.5522592,10153.5522592,10153.5522592,R
-2908.21556392,-2908.21556392,-2908.21556392,8870.23644509,8870.23644509,8870.23644509,R
-3283.72393971,-3283.72393971,-3283.72393971,9032.54608461,9032.54608461,9032.54608461,R
-3121.21700018,-3121.21700018,-3121.21700018,8726.84189801,8726.84189801,8726.84189801,R
-1849.25223808,-1849.25223808,-1849.25223808,4889.99650403,4889.99650403,4889.99650403,R
-750.054218753,-750.054218753,-750.054218753,901.146436067,901.146436067,901.146436067,J
-1133.46706495,-1133.46706495,-1133.46706495,1228.5307456,1228.5307456,1228.5307456,J
-927.437369983,-927.437369983,-927.437369983,834.012472893,834.012472893,834.012472893,J
-1083.83768908,-1083.83768908,-1083.83768908,1129.47080065,1129.47080065,1129.47080065,J
-997.13352415,-997.13352415,-997.13352415,963.666278856,963.666278856,963.666278856,J
-936.820649142,-936.820649142,-936.820649142,844.982850401,844.982850401,844.982850401,J
-1166.6749359,-1166.6749359,-1166.6749359,1035.69910125,1035.69910125,1035.69910125,J
-1194.23973053,-1194.23973053,-1194.23973053,1124.51201554,1124.51201554,1124.51201554,J
-903.208560026,-903.208560026,-903.208560026,774.990706908,774.990706908,774.990706908,J
-821.944927482,-821.944927482,-821.944927482,760.207090466,760.207090466,760.207090466,J
-1031.01663541,-1031.01663541,-1031.01663541,855.378112627,855.378112627,855.378112627,J
-947.850831723,-947.850831723,-947.850831723,818.442126034,818.442126034,818.442126034,J
-975.668749379,-975.668749379,-975.668749379,907.681528312,907.681528312,907.681528312,J
-989.764528072,-989.764528072,-989.764528072,939.840531619,939.840531619,939.840531619,J
-707.41711082,-707.41711082,-707.41711082,713.759056414,713.759056414,713.759056414,J
-1395.81880421,-1395.81880421,-1395.81880421,1291.06431188,1291.06431188,1291.06431188,J
-1918.25961183,-1918.25961183,-1918.25961183,2046.53692019,2046.53692019,2046.53692019,J
-1879.82787084,-1879.82787084,-1879.82787084,1983.31956016,1983.31956016,1983.31956016,J
-1528.54708357,-1528.54708357,-1528.54708357,1430.05480922,1430.05480922,1430.05480922,J
-1542.43977609,-1542.43977609,-1542.43977609,1570.29108749,1570.29108749,1570.29108749,J
-1625.06187418,-1625.06187418,-1625.06187418,1675.54530993,1675.54530993,1675.54530993,J
-1422.64937429,-1422.64937429,-1422.64937429,1358.27097449,1358.27097449,1358.27097449,J
-1236.78789881,-1236.78789881,-1236.78789881,1052.91663508,1052.91663508,1052.91663508,J
-951.477237909,-951.477237909,-951.477237909,827.740635083,827.740635083,827.740635083,J
-2315.29356016,-2315.29356016,-2315.29356016,2703.30277021,2703.30277021,2703.30277021,R
-3153.77144016,-3153.77144016,-3153.77144016,3904.30266198,3904.30266198,3904.30266198,R
-3135.85614672,-3135.85614672,-3135.85614672,5273.22393169,5273.22393169,5273.22393169,R
-2573.98681052,-2573.98681052,-2573.98681052,4435.20812211,4435.20812211,4435.20812211,R
